"Chromosome","Start","End","Gene"
"5",118853130,169464388,"Gene_2568"
"5",201781413,294415942,"Gene_2569"
"5",246359305,246359305,"Gene_2570"
"18",118113706,118113706,"Gene_2571"
"11",286448556,286448556,"Gene_2572"
"14",228041528,228041528,"Gene_2573"
"7",206275800,206275800,"Gene_2574"
"1",12067108,87429583,"Gene_2575"
"13",232781546,284972524,"Gene_2576"
"Y",128678802,173679872,"Gene_2577"
"4",36895987,113555934,"Gene_2578"
"18",98092017,98092017,"Gene_2579"
"13",70221076,83557752,"Gene_2580"
"2",162172455,256113642,"Gene_2581"
"14",118758518,150737276,"Gene_2582"
"8",178450186,178450186,"Gene_2583"
"12",160402972,202479687,"Gene_2584"
"18",85165859,85165859,"Gene_2585"
"11",116589802,289344002,"Gene_2586"
"14",255898665,255898665,"Gene_2587"
"8",157454206,164344599,"Gene_2588"
"8",291411323,291411323,"Gene_2589"
"15",252983457,252983457,"Gene_2590"
"18",137166507,137166507,"Gene_2591"
"6",122555595,122555595,"Gene_2592"
"X",266507913,266507913,"Gene_2593"
"5",178203813,178203813,"Gene_2594"
"16",197737447,242819398,"Gene_2595"
"1",263700538,263700538,"Gene_2596"
"4",17571860,78503211,"Gene_2597"
"10",194762154,227677909,"Gene_2598"
"3",122139136,213606482,"Gene_2599"
"18",165682461,262541148,"Gene_2600"
"10",217615204,270404323,"Gene_2601"
"5",56107877,107703039,"Gene_2602"
"11",224170647,224170647,"Gene_2603"
"7",281000117,281000117,"Gene_2604"
"16",73333894,73333894,"Gene_2605"
"11",279482417,279482417,"Gene_2606"
"3",264304142,264304142,"Gene_2607"
"15",264883964,264883964,"Gene_2608"
"11",267171685,267171685,"Gene_2609"
"4",28292212,271225522,"Gene_2610"
"3",272141262,272141262,"Gene_2611"
"5",189593230,263282979,"Gene_2612"
"X",97928876,97928876,"Gene_2613"
"8",60750541,264015489,"Gene_2614"
"18",194283294,203045737,"Gene_2615"
"9",27413465,27413465,"Gene_2616"
"X",21573820,130905084,"Gene_2617"
"9",149962131,149962131,"Gene_2618"
"9",254563936,254563936,"Gene_2619"
"10",35289546,59578963,"Gene_2620"
"7",175770482,175770482,"Gene_2621"
"9",257062676,257062676,"Gene_2622"
"1",209122569,209122569,"Gene_2623"
"13",253328231,253328231,"Gene_2624"
"1",158897508,192870283,"Gene_2625"
"1",164752661,202311486,"Gene_2626"
"13",264441284,264441284,"Gene_2627"
"X",150772098,254509886,"Gene_2628"
"4",128735348,128735348,"Gene_2629"
"2",149168550,282396835,"Gene_2630"
"11",228986585,228986585,"Gene_2631"
"10",65043311,90951348,"Gene_2632"
"8",244707794,244707794,"Gene_2633"
"2",201998369,201998369,"Gene_2634"
"1",157258488,157258488,"Gene_2635"
"12",135210921,135210921,"Gene_2636"
"1",278780984,278780984,"Gene_2637"
"3",54321411,221304039,"Gene_2638"
"2",50723935,113542693,"Gene_2639"
"16",105431187,105431187,"Gene_2640"
"12",44719050,250624607,"Gene_2641"
"17",199673134,199673134,"Gene_2642"
"Y",17357837,26454615,"Gene_2643"
"14",84934120,203058336,"Gene_2644"
"10",144347491,144347491,"Gene_2645"
"15",98430675,251173339,"Gene_2646"
"Y",138875055,138875055,"Gene_2647"
"17",28930725,208015596,"Gene_2648"
"Y",274927787,274927787,"Gene_2649"
"10",40433020,219929064,"Gene_2650"
"4",108860515,113454666,"Gene_2651"
"6",91556820,127361458,"Gene_2652"
"4",180165031,215434634,"Gene_2653"
"1",121597476,156669255,"Gene_2654"
"Y",57034447,123238510,"Gene_2655"
"Y",74316316,271186724,"Gene_2656"
"1",199890292,199890292,"Gene_2657"
"12",13668884,147421157,"Gene_2658"
"Y",64388179,99809337,"Gene_2659"
"12",191299503,191299503,"Gene_2660"
"1",240080168,240080168,"Gene_2661"
"5",153716762,180518656,"Gene_2662"
"4",98732298,144905469,"Gene_2663"
"13",186856316,291901111,"Gene_2664"
"9",62144940,227213950,"Gene_2665"
"6",71905491,229057379,"Gene_2666"
"16",35742007,102738847,"Gene_2667"
"11",167303092,167303092,"Gene_2668"
"13",76985459,227251961,"Gene_2669"
"13",69870035,104436592,"Gene_2670"
"12",285765248,285765248,"Gene_2671"
"3",65074108,245097527,"Gene_2672"
"10",146170422,146170422,"Gene_2673"
"7",79552092,113666635,"Gene_2674"
"10",226795841,226795841,"Gene_2675"
"1",140269435,140269435,"Gene_2676"
"2",9396781,172329785,"Gene_2677"
"9",189648730,189648730,"Gene_2678"
"9",281972922,281972922,"Gene_2679"
"13",281547071,281547071,"Gene_2680"
"16",168915091,168915091,"Gene_2681"
"12",224641697,224641697,"Gene_2682"
"16",199329865,265627103,"Gene_2683"
"13",55059517,174518746,"Gene_2684"
"X",163468121,163468121,"Gene_2685"
"12",33758696,33758696,"Gene_2686"
"X",107500191,129223521,"Gene_2687"
"17",139246917,139246917,"Gene_2688"
"10",27897956,183054840,"Gene_2689"
"18",131447828,210054229,"Gene_2690"
"13",19521946,276048945,"Gene_2691"
"9",38793580,125880060,"Gene_2692"
"2",14573191,193882412,"Gene_2693"
"Y",271480498,271480498,"Gene_2694"
"4",161716516,288278867,"Gene_2695"
"2",165004958,165004958,"Gene_2696"
"3",206928962,206928962,"Gene_2697"
"X",145367195,145367195,"Gene_2698"
"12",240768700,240768700,"Gene_2699"
"Y",23226952,57844741,"Gene_2700"
"14",53068613,96821752,"Gene_2701"
"2",114520097,114520097,"Gene_2702"
"1",48120027,125806150,"Gene_2703"
"15",119353518,218664395,"Gene_2704"
"2",150515944,171103375,"Gene_2705"
"12",124906366,124906366,"Gene_2706"
"1",55812776,272721954,"Gene_2707"
"3",200974023,291993026,"Gene_2708"
"6",236987707,236987707,"Gene_2709"
"17",71488032,86927530,"Gene_2710"
"5",25387850,227831935,"Gene_2711"
"10",94080389,105050211,"Gene_2712"
"9",117390114,117390114,"Gene_2713"
"5",26959080,91714036,"Gene_2714"
"5",213656409,234311965,"Gene_2715"
"15",196660296,196660296,"Gene_2716"
"18",2513658,196051017,"Gene_2717"
"6",275338186,275338186,"Gene_2718"
"11",134094251,164687910,"Gene_2719"
"11",40519964,229439195,"Gene_2720"
"16",70324363,82364227,"Gene_2721"
"14",11568225,145629300,"Gene_2722"
"12",215224866,215224866,"Gene_2723"
"7",42765496,294297577,"Gene_2724"
"9",83634385,83634385,"Gene_2725"
"9",172761095,172761095,"Gene_2726"
"6",293187823,293187823,"Gene_2727"
"6",977611,236604726,"Gene_2728"
"1",48642126,240672510,"Gene_2729"
"10",34566449,94558921,"Gene_2730"
"14",240381419,240381419,"Gene_2731"
"13",72350265,72350265,"Gene_2732"
"X",12954036,277905199,"Gene_2733"
"13",225562745,277566087,"Gene_2734"
"4",50270308,283319626,"Gene_2735"
"16",86819533,86819533,"Gene_2736"
"2",14992166,121909540,"Gene_2737"
"13",222890852,234637625,"Gene_2738"
"10",206546320,206546320,"Gene_2739"
"4",238595854,238595854,"Gene_2740"
"18",83398329,83398329,"Gene_2741"
"5",105173762,105173762,"Gene_2742"
"10",15218199,294229882,"Gene_2743"
"18",76423876,76423876,"Gene_2744"
"9",22644911,44368548,"Gene_2745"
"X",278123429,278123429,"Gene_2746"
"4",238630070,238630070,"Gene_2747"
"7",36455760,84922974,"Gene_2748"
"17",16676337,278120556,"Gene_2749"
"1",255613239,283434504,"Gene_2750"
"4",178397534,226240021,"Gene_2751"
"3",125242754,125242754,"Gene_2752"
"4",276210511,276210511,"Gene_2753"
"16",205558040,205558040,"Gene_2754"
"2",138059171,138059171,"Gene_2755"
"3",203410064,249191705,"Gene_2756"
"9",129449463,129449463,"Gene_2757"
"10",244579793,295266801,"Gene_2758"
"11",20869056,181180918,"Gene_2759"
"Y",270906933,270906933,"Gene_2760"
"18",232329564,232329564,"Gene_2761"
"6",286704092,286704092,"Gene_2762"
"3",178318657,178318657,"Gene_2763"
"4",87231664,125975640,"Gene_2764"
"2",242134802,242134802,"Gene_2765"
"4",25972949,193534262,"Gene_2766"
"X",151356360,217336800,"Gene_2767"
"7",75296356,75296356,"Gene_2768"
"5",278027691,278027691,"Gene_2769"
"8",117170849,193960174,"Gene_2770"
"5",109104877,210341636,"Gene_2771"
"13",219637700,219637700,"Gene_2772"
"18",159813893,159813893,"Gene_2773"
"15",46573309,74436265,"Gene_2774"
"9",191392500,191392500,"Gene_2775"
"8",223393383,223858276,"Gene_2776"
"3",16097303,109727169,"Gene_2777"
"5",157625938,157625938,"Gene_2778"
"3",48509077,87165353,"Gene_2779"
"9",188898994,225185427,"Gene_2780"
"2",136145400,234245754,"Gene_2781"
"Y",173626115,173626115,"Gene_2782"
"1",70728697,70728697,"Gene_2783"
"11",101743465,101743465,"Gene_2784"
"10",176969486,176969486,"Gene_2785"
"17",18447709,18447709,"Gene_2786"
"10",54264157,239377443,"Gene_2787"
"5",200779333,200779333,"Gene_2788"
"6",103321545,170426989,"Gene_2789"
"3",127119734,163051005,"Gene_2790"
"2",210947831,282892542,"Gene_2791"
"12",270627950,270627950,"Gene_2792"
"6",263113314,263113314,"Gene_2793"
"14",207083643,294788553,"Gene_2794"
"15",142706275,154362088,"Gene_2795"
"16",219590958,219590958,"Gene_2796"
"Y",47426619,268299306,"Gene_2797"
"8",44366962,257554665,"Gene_2798"
"1",249552923,249552923,"Gene_2799"
"9",62838261,287625829,"Gene_2800"
"3",113678053,236639700,"Gene_2801"
"2",266150332,266150332,"Gene_2802"
"7",273940249,273940249,"Gene_2803"
"9",133344198,133344198,"Gene_2804"
"10",181610725,181610725,"Gene_2805"
"1",220365285,220365285,"Gene_2806"
"18",194365781,194365781,"Gene_2807"
"5",25164214,205964012,"Gene_2808"
"2",7342467,135533705,"Gene_2809"
"12",279700300,279700300,"Gene_2810"
"12",143379938,143379938,"Gene_2811"
"5",126576962,149707487,"Gene_2812"
"11",92113434,92113434,"Gene_2813"
"11",88961415,88961415,"Gene_2814"
"13",118765229,187143167,"Gene_2815"
"13",83030396,83030396,"Gene_2816"
"15",202146564,202146564,"Gene_2817"
"18",98441224,98441224,"Gene_2818"
"9",81976919,281742057,"Gene_2819"
"9",22752265,240077093,"Gene_2820"
"5",219811812,219811812,"Gene_2821"
"15",105382372,228624903,"Gene_2822"
"3",93047215,143241673,"Gene_2823"
"3",92534976,107852326,"Gene_2824"
"2",247920410,247920410,"Gene_2825"
"Y",250298110,250298110,"Gene_2826"
"7",181570342,181570342,"Gene_2827"
"8",131391019,243019012,"Gene_2828"
"12",229266165,229266165,"Gene_2829"
"12",25782066,240632548,"Gene_2830"
"1",82261752,217257252,"Gene_2831"
"2",59443403,205778299,"Gene_2832"
"18",196733185,274013959,"Gene_2833"
"10",273311830,273311830,"Gene_2834"
"14",145748594,145748594,"Gene_2835"
"X",43583152,179612263,"Gene_2836"
"16",106232609,106232609,"Gene_2837"
"4",8815052,218933539,"Gene_2838"
"7",186079884,186079884,"Gene_2839"
"9",171821610,203260438,"Gene_2840"
"3",251912540,251912540,"Gene_2841"
"3",144868171,277975702,"Gene_2842"
"5",100700871,206616657,"Gene_2843"
"1",286943791,286943791,"Gene_2844"
"Y",119047124,154198267,"Gene_2845"
"3",169675030,206386256,"Gene_2846"
"15",227212544,240122543,"Gene_2847"
"9",290353217,290353217,"Gene_2848"
"16",89460369,89460369,"Gene_2849"
"10",36295214,38667318,"Gene_2850"
"14",221741454,221741454,"Gene_2851"
"8",122471314,291801319,"Gene_2852"
"Y",125401920,125401920,"Gene_2853"
"18",276960362,276960362,"Gene_2854"
"11",54728429,199716599,"Gene_2855"
"14",164607597,164607597,"Gene_2856"
"7",235510240,235510240,"Gene_2857"
"13",158163633,163538310,"Gene_2858"
"7",146808641,214252255,"Gene_2859"
"11",87409765,155926825,"Gene_2860"
"3",213078141,258290566,"Gene_2861"
"16",193834040,193834040,"Gene_2862"
"15",57160565,249229407,"Gene_2863"
"13",149008264,149008264,"Gene_2864"
"9",79422641,280363700,"Gene_2865"
"Y",2562825,10914134,"Gene_2866"
"9",7888211,203518040,"Gene_2867"
"7",149826365,149826365,"Gene_2868"
"14",42799353,286809310,"Gene_2869"
"4",279626089,279626089,"Gene_2870"
"5",227999478,259233650,"Gene_2871"
"11",282980969,282980969,"Gene_2872"
"X",135944150,135944150,"Gene_2873"
"8",111903712,111903712,"Gene_2874"
"10",133426384,133426384,"Gene_2875"
"14",100882393,144414398,"Gene_2876"
"10",38314978,144455569,"Gene_2877"
"6",61321219,61321219,"Gene_2878"
"9",17552994,17552994,"Gene_2879"
"8",243333149,243333149,"Gene_2880"
"Y",147394610,147394610,"Gene_2881"
"14",148982897,213695644,"Gene_2882"
"1",163197932,163197932,"Gene_2883"
"7",132548477,132548477,"Gene_2884"
"15",71607181,125416363,"Gene_2885"
"3",107739452,107739452,"Gene_2886"
"X",218765051,218765051,"Gene_2887"
"12",121505880,247937558,"Gene_2888"
"16",191118209,191118209,"Gene_2889"
"11",39719468,144680835,"Gene_2890"
"14",158406058,175185162,"Gene_2891"
"13",202280547,202280547,"Gene_2892"
"15",160619872,160619872,"Gene_2893"
"4",156907565,289217938,"Gene_2894"
"13",188081487,188081487,"Gene_2895"
"11",254472599,254472599,"Gene_2896"
"18",195477204,195477204,"Gene_2897"
"9",176118373,176118373,"Gene_2898"
"7",69159964,92922492,"Gene_2899"
"Y",158426908,158426908,"Gene_2900"
"5",62877604,93480752,"Gene_2901"
"3",221260066,278427767,"Gene_2902"
"2",95204078,116511798,"Gene_2903"
"7",264952795,270573963,"Gene_2904"
"3",38796775,38796775,"Gene_2905"
"5",254349861,254349861,"Gene_2906"
"10",9268620,9268620,"Gene_2907"
"15",262872186,262872186,"Gene_2908"
"9",111929171,191996421,"Gene_2909"
"16",200673713,200673713,"Gene_2910"
"12",73311556,73311556,"Gene_2911"
"6",121439729,121439729,"Gene_2912"
"2",43615343,195938175,"Gene_2913"
"9",272355884,272355884,"Gene_2914"
"18",13475072,26993559,"Gene_2915"
"10",139529322,173153802,"Gene_2916"
"4",248990690,248990690,"Gene_2917"
"1",260550547,260550547,"Gene_2918"
"Y",238690609,260162809,"Gene_2919"
"4",60967492,60967492,"Gene_2920"
"16",33273273,276036845,"Gene_2921"
"5",152713681,217319374,"Gene_2922"
"1",153499849,153499849,"Gene_2923"
"2",285515911,285515911,"Gene_2924"
"11",274945469,274945469,"Gene_2925"
"11",199068752,250970659,"Gene_2926"
"15",6136842,50791312,"Gene_2927"
"Y",250062307,261482448,"Gene_2928"
"14",49253944,65014819,"Gene_2929"
"14",220453674,240589061,"Gene_2930"
"2",17124666,38277172,"Gene_2931"
"18",188707025,188707025,"Gene_2932"
"14",135416466,260634459,"Gene_2933"
"14",247514388,247514388,"Gene_2934"
"4",601410,101409770,"Gene_2935"
"X",263617727,263617727,"Gene_2936"
"16",42873852,53313454,"Gene_2937"
"2",121478611,121478611,"Gene_2938"
"6",271236270,271236270,"Gene_2939"
"11",15593,225700642,"Gene_2940"
"8",187388638,240824966,"Gene_2941"
"9",173244407,173244407,"Gene_2942"
"11",89475951,253518194,"Gene_2943"
"14",253026439,253026439,"Gene_2944"
"18",21005548,159352826,"Gene_2945"
"18",166373489,285013933,"Gene_2946"
"4",262385411,262385411,"Gene_2947"
"11",202854378,202854378,"Gene_2948"
"13",175027980,175027980,"Gene_2949"
"11",249277698,249277698,"Gene_2950"
"12",143807992,190914559,"Gene_2951"
"9",62074906,119448694,"Gene_2952"
"X",83202532,104563865,"Gene_2953"
"8",123495199,166338600,"Gene_2954"
"Y",164802606,227885449,"Gene_2955"
"11",13792359,129139959,"Gene_2956"
"8",233993996,233993996,"Gene_2957"
"Y",98370322,284336158,"Gene_2958"
"17",209372091,209372091,"Gene_2959"
"8",19799418,41990072,"Gene_2960"
"16",6592301,287627147,"Gene_2961"
"6",203605236,226453034,"Gene_2962"
"6",48252074,279110303,"Gene_2963"
"3",253281899,253281899,"Gene_2964"
"18",287025171,287025171,"Gene_2965"
"X",14425839,14425839,"Gene_2966"
"1",43373494,239628716,"Gene_2967"
"12",132357334,201871124,"Gene_2968"
"6",55611338,78434715,"Gene_2969"
"3",116435674,288313902,"Gene_2970"
"7",140791355,140791355,"Gene_2971"
"18",278346898,278346898,"Gene_2972"
"13",2899023,265182517,"Gene_2973"
"17",204460041,204460041,"Gene_2974"
"X",55966585,177705962,"Gene_2975"
"8",198492832,290741977,"Gene_2976"
"5",105029345,105029345,"Gene_2977"
"7",170093961,170093961,"Gene_2978"
"12",177348701,177348701,"Gene_2979"
"6",251309524,251309524,"Gene_2980"
"9",45955683,45955683,"Gene_2981"
"8",215329376,218646825,"Gene_2982"
"15",62159867,91512313,"Gene_2983"
"6",235211244,247199891,"Gene_2984"
"1",123959671,284637007,"Gene_2985"
"14",69265367,69265367,"Gene_2986"
"15",169878063,169878063,"Gene_2987"
"11",13375399,33261213,"Gene_2988"
"10",263700826,263700826,"Gene_2989"
"Y",37125470,132167071,"Gene_2990"
"4",124216725,124216725,"Gene_2991"
"Y",172162426,237257394,"Gene_2992"
"7",158215903,158215903,"Gene_2993"
"17",23387578,267781308,"Gene_2994"
"11",66295118,159078420,"Gene_2995"
"4",262149493,262149493,"Gene_2996"
"10",42183891,73066659,"Gene_2997"
"17",108966421,169859688,"Gene_2998"
"13",21111990,232534331,"Gene_2999"
"Y",223160067,223160067,"Gene_3000"
"1",179787720,179787720,"Gene_3001"
"10",154537636,277716556,"Gene_3002"
"12",114707831,114707831,"Gene_3003"
"13",136379650,136379650,"Gene_3004"
"13",165376431,165376431,"Gene_3005"
"7",122713884,292110277,"Gene_3006"
"14",177375994,196869721,"Gene_3007"
"2",35112964,142476982,"Gene_3008"
"1",187669019,187669019,"Gene_3009"
"9",98530565,98530565,"Gene_3010"
"12",269550192,269550192,"Gene_3011"
"18",128035521,128035521,"Gene_3012"
"Y",123599658,226461145,"Gene_3013"
"4",57499656,57499656,"Gene_3014"
"3",204820672,204820672,"Gene_3015"
"16",173430848,213159944,"Gene_3016"
"X",54145522,293738808,"Gene_3017"
"12",282931199,282931199,"Gene_3018"
"7",193502926,193502926,"Gene_3019"
"X",23329398,23329398,"Gene_3020"
"14",61625992,86905147,"Gene_3021"
"15",80668958,80668958,"Gene_3022"
"2",202314719,202314719,"Gene_3023"
"15",65165660,177346516,"Gene_3024"
"4",253967937,276431912,"Gene_3025"
"6",274786805,274786805,"Gene_3026"
"14",16200722,181810404,"Gene_3027"
"8",136483275,218080555,"Gene_3028"
"18",23937896,177800834,"Gene_3029"
"14",37766626,249567355,"Gene_3030"
"11",217304806,217304806,"Gene_3031"
"1",255643897,268705463,"Gene_3032"
"13",11066797,188470841,"Gene_3033"
"Y",58595134,191886183,"Gene_3034"
"4",142475158,142475158,"Gene_3035"
"Y",74954044,74954044,"Gene_3036"
"1",285452053,285452053,"Gene_3037"
"6",86158449,136210273,"Gene_3038"
"9",117131526,209500684,"Gene_3039"
"5",268033180,268033180,"Gene_3040"
"4",280640942,280640942,"Gene_3041"
"10",163839968,163839968,"Gene_3042"
"6",258882355,258882355,"Gene_3043"
"16",18569670,210732502,"Gene_3044"
"2",89568025,166310211,"Gene_3045"
"5",145772876,145772876,"Gene_3046"
"8",242664051,242664051,"Gene_3047"
"7",249186339,255607639,"Gene_3048"
"9",79723702,79723702,"Gene_3049"
"1",185175682,288683957,"Gene_3050"
"3",234121251,234121251,"Gene_3051"
"15",228553136,228553136,"Gene_3052"
"Y",213401870,228683231,"Gene_3053"
"15",231084655,231084655,"Gene_3054"
"8",32167762,250038034,"Gene_3055"
"13",119240115,188736249,"Gene_3056"
"6",52827430,137771976,"Gene_3057"
"11",110824318,110824318,"Gene_3058"
"15",250154966,250154966,"Gene_3059"
"3",208222232,208222232,"Gene_3060"
"7",219251030,255431348,"Gene_3061"
"8",278459315,278459315,"Gene_3062"
"18",282373872,282373872,"Gene_3063"
"16",221451973,241472042,"Gene_3064"
"5",213343584,227075732,"Gene_3065"
"13",186458398,211909649,"Gene_3066"
"18",256473811,256473811,"Gene_3067"
"12",186138269,186138269,"Gene_3068"
"9",8244367,63766741,"Gene_3069"
"18",127600953,232509798,"Gene_3070"
"5",190858352,232659352,"Gene_3071"
"5",121857319,182650282,"Gene_3072"
"2",136454698,136454698,"Gene_3073"
"12",250165206,250165206,"Gene_3074"
"14",46628003,95001766,"Gene_3075"
"X",39168112,169198905,"Gene_3076"
"13",28743074,69507923,"Gene_3077"
"12",88361644,105460978,"Gene_3078"
"11",240814593,240814593,"Gene_3079"
"9",99214873,284407473,"Gene_3080"
"Y",42814681,217536633,"Gene_3081"
"18",35368202,156375816,"Gene_3082"
"4",224305674,224305674,"Gene_3083"
"14",65475288,73231202,"Gene_3084"
"1",209191950,209191950,"Gene_3085"
"X",252202601,252202601,"Gene_3086"
"16",42734944,42734944,"Gene_3087"
"13",289949388,289949388,"Gene_3088"
"5",25115671,128663914,"Gene_3089"
